[000:00] 那今天的分享了
[108:36] 用工具去查我这个词的时候
[108:38] 为什么能够看到
[108:39] 只有广告费
[108:40] 没有自然为止
[108:41] 有些人可能会有这个疑问
[108:42] 那其实
[108:43] 因为你的链接里面的话
[108:44] 没有去埋入这个词的话呢
[108:46] 自然而然可能只打了广告
[108:48] 就只有广告费
[108:49] 它没有自然为止
[108:50] 所以呢
[108:50] 我们在第二个上期里边
[108:52] 大家就可以结合着
[108:53] 我们出去记得这些数据
[108:55] 来第二轮的话
[108:56] 去优化一下
[108:57] 我们的一个链接
[108:58] 一种埋词
[108:59] 包括呢
[109:00] 一些场景化的描述
[109:02] 现在的话呢
[109:03] 迈点一个描述的话
[109:04] 在Rofos上线之后
[109:07] 场景化的迈点描述的话
[109:08] 也是越来越重要了
[109:09] 之前的话呢
[109:10] 可能Rofos没有上线前的话
[109:12] 顾客还要自己主动去寻找
[109:14] 但是现在的话呢
[109:15] 顾客他通过跟前台Rofos做对话
[109:18] 他会结合顾客的一些
[109:19] 比如说场景化的一些需求
[109:21] 给他去做出一些产品的推荐
[109:23] 那如果我们缺少这份场景化的描述
[109:26] 那就可能会导致Rofos
[109:27] 在去做推荐的时候
[109:28] 我们缺少了一部分推荐的这种流量
[109:32] 当然的话呢
[109:33] 我们在其实广告里边
[109:35] 广告为你能看到一个提示词
[109:37] 那里面的话也是Rofos呢
[109:39] 给到我们的一个提示的一些场景
[109:41] 那如果有提示出现的话
[109:43] 我们也是需要在乘法期里面
[109:45] 第一时间把这种出现的场景呢
[109:47] 及时优化到我们的原案里面
[109:49] 用场景化的描述呢
[109:50] 进一步啊
[109:51] 同时打动顾客的同时呢
[109:52] 还去做到更多系统
[109:54] 给我们带来更多的一个流量的推荐
[109:56] 这肯定是非常好的一个状态
[109:58] 那第三个阶段里面的话
[110:00] 进入到乘除期
[110:01] 那乘除期里边
[110:02] 我们就可以去应用到
[110:04] 比如说我们这块的一个精细化的优化
[110:06] 包括我们视觉的优化呢
[110:08] 来去巩固我们转化的优势
[110:11] 当然呢
[110:11] 后台的工具也比较多
[110:13] 那么因为我们有数据积累的时候
[110:14] 其实也可以借助的后台
[110:17] 平台分析里边的购物栏分析
[110:19] 来去看一看
[110:20] 顾客到底买我们这个产品的时候呢
[110:22] 组合购买比例比较高的
[110:24] 其他的Ason分别是谁
[110:26] 在这里面的话
[110:27] 我们有时候会发现两种数据
[110:28] 一种数据呢
[110:29] 是跟竞品购买
[110:31] 或者说跟上上游产品购买
[110:32] 组合比例比较高
[110:33] 那这部分的话其实我们也知道了
[110:36] 我们后续对应的这个Ason
[110:38] 他的一个投楼入口啊
[110:39] 该去往哪些地方去做一个投放
[110:41] 这是第一个
[110:42] 那第二个的话呢
[110:43] 我们在里面有时候也会看到
[110:44] 哎
[110:45] 顾客买我A产品的时候
[110:46] 还跟我B产品一起去做购买
[110:48] 当然如果这种购买比例比较高的时候呢
[110:51] 我们也可以用到品牌的一个工具
[110:53] 比如说我们做到捆绑销售
[110:55] 那这样的话
[110:56] 是不是也是变相拿高了我们的一个客单价
[110:58] 所以呢
[110:58] 在这个是变运数据有了之后
[111:01] 我们可以借助着后台的品牌分析
[111:03] 购买来分析里边呢
[111:05] 来去思考思考
[111:06] 看到的数据之后
[111:07] 我们能够针对他做出哪些的优化啊
[111:10] 和调整
[111:11] 那么再来往下来看的话呢
[111:12] 进入到1.3里面
[111:14] 1.3的话
[111:14] 我们重点要去拉升老顾客的一个回购
[111:17] 那提升我们整个的一个利润
[111:19] 还有呢
[111:19] 广告的一个如爱
[111:20] 那么我们来看一下
[111:21] 这块呢
[111:22] 我们用到的实用工具里边
[111:24] 品牌的一个塑造工具
[111:26] 品牌定制塑造
[111:27] 那这个工具的话呢
[111:28] 其实能够帮助我们锁定特定的人群
[111:31] 来去给他们去创建专属的
[111:33] 这种的一个塑造折扣
[111:35] 那品牌定制塑造的话呢
[111:36] 这种也是基本上是免费的
[111:38] 免费的
[111:39] 你讲优惠券的话呢
[111:40] 品牌定的优惠券
[111:41] 我们也可以常去用
[111:42] 但是呢
[111:43] 它需要交手续
[111:44] 但是品牌定制塑造的话
[111:45] 是完全免费的一个工具
[111:46] 所以如果比如说
[111:48] 我们近期想要拉升复构
[111:50] 那么我们是不是可以
[111:51] 比如说针对于各处的特定人群
[111:53] 创建一个定制塑造
[111:55] 你如果只有这份顾客人群的话
[111:56] 在前才能够看到
[111:57] 我们为他创建专属的一个折扣
[112:00] 那么创建完定制塑造之后的话
[112:02] 怎样让我的一个链接
[112:04] 呈现在顾客面前
[112:05] 是不是集合着我们刚才
[112:06] 前面给他介绍的广告架构
[112:08] 里边我们可以用到这种的展示广告
[112:11] 让这种广告的话
[112:12] 主动追到顾客面前
[112:13] 去做一个呈现
[112:14] 告诉给他
[112:14] 前面时间的话
[112:16] 你可能比如说看了我的链接
[112:17] 或者加构链接
[112:18] 但没有付款
[112:19] 现在的话我做了促销
[112:20] 你要不要去购买
[112:21] 当然的话呢
[112:22] 我们针对于购买过的顾客
[112:24] 也是可以这样子去做一个
[112:25] 重复创建的
[112:26] 比如说针对于购买过的顾客
[112:27] 广告的主动
[112:29] 所以这份人去走
[112:30] 同时我们也有促销的一个
[112:32] 优惠力度在这里
[112:33] 那进一步的话呢
[112:34] 这块的复购指标也会有所拉升
[112:36] 当然呢
[112:37] 我们在去场景化去挖掘需求的时候呢
[112:40] 比如说以速度为例
[112:41] 我们不妨可以去看一看
[112:42] 我们这种产品能否去适用于
[112:44] 地界特定人群
[112:46] 这种当然是适配的了
[112:48] 那比如说下个月有婚礼
[112:50] 要去参加婚礼的婚礼季
[112:51] 或者毕业季
[112:52] 我们就可以通过的商品推广
[112:55] 来去投放一些观点词
[112:56] 比如说万丁素
[112:57] 这种的观点词
[112:58] 那当然的话呢
[112:59] 比如说我们
[113:00] 想要做些多数的拓展
[113:02] 那么我们也可以用到
[113:03] 就是背的广告呢
[113:04] 定向人群去做些投放
[113:06] 结合我们的品牌
[113:07] 定制塑销
[113:08] 来去拉动我们的这种的
[113:10] 一个定单产生
[113:11] 那么第三种的话呢
[113:12] 比如说
[113:14] 家庭沿用
[113:15] 产品确实是好产品
[113:16] 顾客呢
[113:16] 也买过
[113:17] 填过我们的产品了
[113:18] 那么现在的话
[113:19] 想给儿子买一套
[113:20] 正好也是开学季
[113:20] 那么我们是不是也可以去投放一些
[113:22] 比如说
[113:22] 这种呢
[113:24] 来去蹭一蹭开学季的
[113:25] 这种流量
[113:26] 当然
[113:27] 礼品需求的话呢
[113:28] 这种产品
[113:29] 基本上也是
[113:30] 相符合相笨合的
[113:32] 那么
[113:33] 我们在产品的包装上面
[113:35] 如果能够做一些升级和改进
[113:37] 它符合送礼的一个属性
[113:39] 那么其实我们在这种圣诞呀
[113:41] 或者说
[113:42] 发自类呀
[113:43] 是不是都可以去考虑
[113:45] 结合着关键词的一个广告
[113:47] 称上这种什么呢
[113:48] 圣诞节或者这种的
[113:49] 父亲节
[113:51] 来去做一个投放
[113:52] 也就是拉动一下我们这个礼品的一个
[113:55] 就是这方面的一个流量
[113:57] 这方面的流量
[113:58] OK
[113:58] 这就是运营的里边的话
[114:00] 三个点要给大家去重点去强调的
[114:04] 好的
[114:04] 非常感谢大鹏老师
[114:06] 那讲到这里的话
[114:07] 我们今天整个关于服饰品类
[114:09] 长生命中期的产品该怎么去做广告
[114:12] 怎么做好运营呢
[114:13] 我们就到这里就快要结束了
[114:15] 在结束之前的话
[114:16] 我也想带着大家再来去回顾一下
[114:19] 今天讲到的内容
[114:20] 首先第一个
[114:21] 我们带着大家呢
[114:22] 去理解的长生命中期的产品的话
[114:24] 它是分为两种不同类型的
[114:26] 功能基础型和功能配置型
[114:28] 以及在这两个不同类型下的
[114:30] 消费者决策路径和消费者最关注的点是什么
[114:33] 由他们的需求呢
[114:35] 去落实
[114:35] 落脚到了我们在广告和运营上的关键锚点
[114:39] 通过这个关键锚点
[114:40] 我们进一步的去拆解了
[114:42] 通过四个案例
[114:43] 真实的案例的方式呢
[114:44] 去拆解了头部A-SEN
[114:46] 它在新准期成长期和成熟期的一个核心的广告打法
[114:50] 通过这个核心的广告打法呢
[114:52] 最终落脚到了
[114:54] 大鹏老师给大家带来了非常多的具体的实操
[114:57] 的这样一些经验和技巧
[114:59] 那么最后大鹏老师也补充了
[115:01] 三个核心的运营实战技巧
[115:03] 来帮助服饰品类
[115:05] 尤其是长生命周期产品的卖家朋友们
[115:07] 要特别注意的三个运营要点
[115:09] 第一用细节来去消除顾虑
[115:12] 第二用数据持续去驱动迭代
[115:14] 逐步去提升自己的转化效率
[115:17] 那第三个长生命周期的话
[115:18] 通过激活老客复购
[115:20] 来提升你的整体的广告的RI的同时
[115:24] 去延缓产品的生命周期
[115:26] 那所以这个的话是我们今天
[115:28] 给到大家带来的核心的
[115:30] 三个部分的一个分享
[115:32] 那当然最后的话
[115:33] 其实在结束之前啊
[115:35] 我还是想再强调一下
[115:36] 长生命周期的产品
[115:38] 它的成功啊
[115:39] 并不是一蹴而就的
[115:40] 它是一个持续累积的结果
[115:42] 因为这类型的产品呢
[115:43] 它就像是一个长跑运动员
[115:46] 它的人生非常的长
[115:47] 那么在长长的人生当中
[115:49] 他要去做好每一步
[115:51] 那么通过稳扎稳打的方式
[115:53] 来去随着生命周期
[115:55] 给他带来了这种时间上的复利
[115:58] 来帮助他去把这样一个优势也好
[116:01] 他的产品的
[116:02] 其他新品也好
[116:04] 或其他同类型的产品
[116:05] 他的这个优点
[116:07] 那么去把它给逐步的去拉大和放大
[116:10] 那这个也是我们在整个看
[116:13] 关于服饰品类
[116:14] 长生命周期的这些所有头部
[116:15] A-SEN
[116:16] 他的一些趋势图当中
[116:18] 我们发现的一些关键性的
[116:20] 这种数据的指引
[116:21] 灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰灰�
