[000:00] 然后我们现在目前我看大家都已经陆陆续续上线了
[063:13] 那我们就一起来去看看这类型的产品它的广告到底应该怎么去投放
[063:17] 好
[063:18] 那我们就进一步的来看看
[063:20] 那么对于我们要去做广告投放来讲的话
[063:23] 我们还是得先去回过去看我们本身这个产品
[063:26] 它的消费者到底在关注什么
[063:28] 那这样的话我们就可以更好地去理解他们的一个决策路径了
[063:32] 所以说在这个部分我们来看看
[063:34] 刚才有讲到美国的消费者对于季节性服饰的产品
[063:38] 他们购买钱的话
[063:40] 只问三个问题
[063:41] 第一个我穿上合身吗
[063:43] 显身材吗
[063:44] 第二个就是款式颜色好看吗
[063:46] 第三个很重要的就是你的这个产品到底和实物
[063:49] 这个实物和图片是否是一致的吗
[063:52] 所以在这三个核心的问题下的话
[063:55] 我们就进一步的来去看到了
[063:57] 在整个消费者的决策路径当中
[063:59] 广告起着三个关键的作用
[064:02] 第一个我们在一开始
[064:04] 消费者在搜索他想去买的产品的时候
[064:08] 广告可以出现在他的面前
[064:10] 那么这个时候当广告出现在他的面前的时候
[064:13] 我们更多的需要去强调视觉上的冲击感
[064:17] 来去触发触发这类型的产品
[064:19] 对于消费者他的一个购买的一个冲动
[064:22] 让他第一眼看到了之后呢
[064:24] 就想点进来看看对吧
[064:25] 所以这是广告在第一个阶段
[064:27] 它要去产生一个作用
[064:29] 那么第二个当消费者进入到商品详情业之后
[064:32] 那这个时候我们看
[064:33] 我们回过头来看看消费者关心什么
[064:35] 他关心的是不是说
[064:36] 这个东西我穿上之后到底显不显我的身材
[064:40] 那你的实物和图片是不是一致的
[064:43] 所以这个时候我们要做清晰的上升效果
[064:45] 以及尺码等等的这样一些细节性的处理
[064:49] 来帮助他去打消这个疑虑
[064:51] 让他从一开始看到我的产品心动了
[064:54] 那么足步的去走向下单的这样一个动作
[064:57] 那么当然第三个很重要的点就是
[064:59] 那么在他忘记期限下单了之后的话
[065:01] 我们还可以做什么
[065:02] 那这类型的产品的话
[065:04] 它其实会有一些多色多款的购买的需求
[065:07] 所以说我们也可以尝试着进一步的通过广告再营销
[065:10] 来帮助这类型的产品呢
[065:12] 对于这个已经去体验过我们产品的消费者呢
[065:15] 去做一个从一次交易转化为长期多次转化的
[065:20] 这样一个过程
[065:22] 也就是我们讲的复购
[065:23] 所以我们可以看到这里有一个非常关键的一个点是在于什么
[065:27] 一个非常关键的点就在于说我们对于这类型的产品要去做什么事情
[065:32] 要去抓住这样一个忘记的窗口来通过视觉驱动转化
[065:37] 那么围绕着这个方向点来去展开
[065:39] 那为什么这么讲呢
[065:41] 那刚才其实我们有跟大家分享过
[065:43] 机械性的产品
[065:44] 它的销售窗口其实比较短
[065:46] 而且集中的
[065:47] 而且非常高度的集中
[065:49] 那加上流行趋势变化呢
[065:51] 也会导致这类型的产品
[065:53] 它的吸引力是逐年递减的
[065:55] 我不知道大家有没有能不能想起刚才我们看到的这类型的图
[065:59] 它第一年高峰是最高的
[066:01] 其次到了第二年开始往下跌
[066:03] 那么第二年之后基本上就是一个快速下跌的过程当中
[066:06] 所以我们可以看它的销售窗口期短
[066:08] 集中
[066:09] 并且它的这个吸引力是就尤其是产品的吸引力
[066:13] 是逐年递减的状态
[066:14] 那它这个意味着什么
[066:16] 对于卖家来讲
[066:17] 其实它意味着说你没有太多的时间去做你的产品和你的广告的慢慢调整
[066:22] 因为每一次的旺季都是你一次非常宝贵和有限的销售机会
[066:27] 所以对于这类型的产品而言
[066:30] 旺季前我们要做好什么事情
[066:32] 我们要在旺季前呢
[066:34] 去提前完成自己关键词的布局和素材的准备
[066:38] 那这样的话我们才能确保流量高峰到来的时候呢
[066:42] 能够去高效承接
[066:44] 那如果说是等到旺季的时候
[066:46] 我们才开始布局
[066:47] 这个时候其实已经晚了
[066:48] 因为我们都知道关键词的排名
[066:50] 它是需要时间去累积的素材也是需要时间去优化的
[066:53] 那这些的话都是必须要跑在流量的前面
[066:56] 所以这是第一个点
[066:57] 那第二个点广告的核心任务是什么
[067:00] 我们要去密切关注旺季后的一些流量变化
[067:02] 为什么这么讲
[067:03] 因为我们刚才讲到它的一个窗口期很短
[067:06] 那么这就会意味着说
[067:08] 我要在这个窗口期内去快速转化了之后
[067:10] 那么接下来我们势必会遇到的是
[067:13] 因为需求的一个下快速下跌
[067:15] 那我要做什么
[067:16] 要及时去调整预算和库存的策略
[067:18] 那么避免因为这些可能我前期的一些跑慢了
[067:21] 或者是说我没有把它给快速的卖掉
[067:25] 那么后期有些滞销的库存
[067:26] 那这部分的话
[067:27] 它也是会轻时整体自己的这个产品的预算的
[067:31] 所以说在旺季结束之后
[067:33] 流量快速下降的情况下
[067:35] 我们要去快速的进行自己广告的调整
[067:38] 那么到底广告调整
[067:40] 我应该是把它关掉
[067:41] 还是应该是保留呢
[067:43] 这个问题我想先留在这里
[067:45] 也让大家可以带着这个问题呢
[067:47] 可以去进一步的去听听我们接下来的一个分享
[067:50] 好
[067:51] 所以呢
[067:51] 我们刚刚讲到就是对于整个旺季期间啊
[067:54] 尤其是季节性的产品
[067:55] 那整个广告
[067:56] 它的一个核心策略和打法呢
[067:58] 是要围绕着旺季的窗口期
[068:01] 来去用视觉去驱动转化
[068:03] 做一个核心来展开
[068:05] 那这个打法
[068:06] 它到底是不是适用于我们现在的一个现在的一个情况呢
[068:11] 那这个地方的话
[068:12] 我们也尝试着从亚马逊的后台呢
[068:15] 去找到了一些头部A森的数据
[068:17] 来看看头部A森
[068:19] 他们是不是用这样一个核心的打法来去做的
[068:22] 我们不妨一起来看一下
[068:23] 好
[068:25] 那这里的话
[068:26] 我们就从亚马逊的后台呢
[068:28] 去找到了美国服饰品类
[068:30] DressA就是女群
[068:31] 我们刚刚一直在讲女群
[068:32] 对吧
[068:33] 我们就拿女群做一个典型的真实案例来去拆解它
[068:37] 然后在这个地方的话
[068:38] 我们就尝试着呢
[068:39] 去把女群的这个类目当中的头部的25%的A森
[068:43] 和尾部的25%的A森
[068:45] 把他们的生命周期趋势图呢
[068:47] 去拉出来
[068:48] 我们想去看看到底这里边
[068:50] 有没有一些可以值得我们去借鉴和参考的地方
[068:54] 这里的话就非常有意思了
[068:56] 我们可以看一下这两组图
[068:58] 那这两组图呢
[068:59] 就显示的是美国服饰GS品类头部25%的A森
[069:04] 他的生命周期
[069:05] 那右边的话是尾部25%的A森的生命周期
[069:08] 那这里的话我先停一下
[069:10] 首先第一个我先说明一下
[069:12] 就是大家可能看到的这左右两张图
[069:14] 好像似乎
[069:15] Botten的就是我们尾部的这个
[069:18] 他的一个整个销量
[069:20] 是不是比头部的25%
[069:21] 在刚开始做的还要高
[069:23] 那这里其实是不是的
[069:24] 因为大家可以看一下
[069:26] 我们有这个横坐标
[069:27] 横坐标就是他的A森上架开售的时间
[069:30] 重坐标是没有的
[069:31] 那重坐标的话
[069:32] 其实就是整个他的销量的这个具体销售值是多少
[069:37] 但因为确实我们由于数据保密
[069:39] 没有办法把销售值给公开
[069:40] 所以说的话
[069:41] 大家就不用去观察说
[069:43] 好像右边的要比左边要高
[069:45] 其实并不是的
[069:46] 并不代表右边的这个GMS
[069:48] 就他的整体的销售就要比左边的高
[069:50] 这不是这个概念
[069:51] 因为他的这个很重坐标
[069:52] 他的这个数据是完全不一样的
[069:55] 所以我们今天重点其实是关注的是
[069:57] 这两个曲线图
[069:59] 他给到的一个形态和趋势
[070:01] 好那么再回来看看这个形态和趋势给到
[070:04] 我们看到了什么非常有意思的
[070:06] 大家可以看一下
[070:07] 左边的这个头部的美国服饰品类女群类目
[070:11] 这个25%的Ason
[070:13] 那么可以看一下
[070:14] 他是在整个过程当中经历了三次非常清晰的销售峰值
[070:19] 那么这三次销售峰值当中
[070:21] 第五个月是达到了第一个峰值之后
[070:23] 他有一个回落
[070:24] 但是的话他在第15个月就快速的去进一步的去攀爬了
[070:29] 那么到了第28个月的时候
[070:31] 他出现了虽然也有一个就不是很高啊
[070:34] 这个时候但他也是出现了第三个小小的峰值之后
[070:37] 才快速的去衰退的
[070:38] 但是我们来看看右边的这个尾部的25%
[070:42] Ason他的生命周期趋势图
[070:44] !我们会发现啊
[070:46] 在右边的这个尾部的
[070:48] 他基本上是达到了第三个月
[070:50] 销售就达到了高峰
[070:52] 然后就去进行了一个快速的下跌
[070:54] 而且在这个过程当中是没有再出现第二次的一个销售高峰
[070:58] 那这组趋势图他其实说明了一个很重要的点
[071:01] 就是在于说我们会发现在美国的服饰品的女群类目
[071:05] 头部Ason的生命周期是同类Ason的五倍之高
[071:10] 那那么这里就一个很有意思的问题了
[071:13] 我想问问大家
[071:14] 大家可以去思考一下
[071:15] 为什么同样的品类
[071:17] 同样的市场
[071:18] 他的差距会这么大
[071:20] 那大家也可以把自己的这个想法打到聊天框当中啊
[071:23] 让我也来看看就我们再进一步去揭晓下一步的这个秘密
[071:27] 在哪个地方的时候
[071:28] 大家也可以把你们的想法打在聊天框
[071:31] 我们来看看说为什么他们差距这么大啊
[071:33] 那当然的话这个差距这么大的话
[071:35] 我们最后还是会希望说能够从一些广告的真实的数据当中呢
[071:40] 去寻找答案
[071:41] 所以我们一起来看看
[071:42] 我们往下拆解的时候发现了一些什么
[071:45] 好
[071:47] 大家来看一下这里
[071:48] 那么我们在进一步就刚刚看到了
[071:51] 一个左右图的对比之后有个非常明显的特征
[071:53] 就是头部A森
[071:54] 他的整个生命周期趋势
[071:56] 是要比尾部A森要高啊
[071:58] 这个五倍之高的
[071:59] 那么最五倍之高的话
[072:01] 其实我们进一步的就把他们的这样一个从心底期成长期成熟期
[072:06] 这三个关键的生命周期当中啊
[072:09] 对于广告投放的表现的数据
[072:12] 把它给拉了出来
[072:13] 在这里的话
[072:14] 大家可以看一下啊
[072:15] 我们在上面的话
[072:16] 是把这些广告数据呢
[072:18] 以倍数的形式去体现出来的
[072:20] 大家可以看一下这组数据
[072:22] 非常有意思的
[072:23] 非常有意思的
[072:24] 这组数据啊
[072:25] 大家可以看一下
[072:26] 看完了之后呢
[072:26] 也可以把你们的对于这组数据的想法
[072:30] 大家聊天框
[072:30] 那我们来看看说
[072:32] 在这组数据当中
[072:33] 你获得了什么样的一些洞察
[072:35] 那我们也有自己的一些看法
[072:37] 好
[072:39] 那我们就进一步的来看看
[072:41] 这三这三个阶段啊
[072:43] 在这三个阶段当中
[072:44] 头部A森相对尾部A森
[072:46] 在广告投放上
[072:47] 尤其是左边向
[072:48] impression click
[072:49] CBC啊
[072:50] CVR这些的话
[072:51] 都是以SP投放的一个广告表现的情况
[072:55] 那么最后一列的话
[072:57] 是SP的一个投放
[072:58] 那么在这里的话
[072:59] 三个数据非常有意思啊
[073:01] 我们在这三阶段的数据当中
[073:03] 我们就会发现
[073:04] 首先第一个
[073:05] 我们先来看一下新品期
[073:06] 大家有没有发现在新品期
[073:08] RowS就已经达到了1.4倍之高
[073:11] 而且这个RowS
[073:11] 它其实是在三个周期
[073:13] 三个周期的时间内
[073:15] 都是保持了一个非常稳定的
[073:17] 一个RowS的状态
[073:18] 那么这个会发现一个什么点
[073:20] 就会发现说
[073:21] 其实这类型的产品啊
[073:22] 尤其是头部A森
[073:23] 它的RowS的优势
[073:24] 是从第一天就建立起来了的
[073:26] 而且它是以相同的CPC
[073:28] 也就是一点
[073:29] 它其实就一倍的CPC的这样一个出价
[073:33] 来去获得了比尾部A森
[073:36] 多八倍的这样一个点击优势
[073:38] 那么同时在这个阶段
[073:40] 我们会发现说
[073:41] 头部A森
[073:42] 它的SB
[073:43] 也就是商品品牌推广
[073:44] 它的参与度就已经相对于
[073:47] 尾部A森来讲
[073:47] 已经达到了八倍之高
[073:49] 那么这个就背后
[073:51] 有一个非常重要的一个点
[073:53] 就会发现说
[073:53] 头部A森
[073:54] 它其实在上线前
[073:56] 就已经具备了相对高的产品的竞争力
[073:59] 它们不是靠更高的出价
[074:02] 来去换流量的
[074:03] 而是靠它更好的产品力
[074:05] 和它的产品的表达
[074:07] 在相同CPC的情况下去
[074:09] 获得了更多的点击和转化
[074:10] 所以说我们会发现
[074:12] 头部A森
[074:13] 它在一开始
[074:14] 它做好的是自己的产品力
[074:16] 和自己的产品表达
[074:17] 那么同时的话
[074:18] 当然SB的投放和SP的投放
[074:20] 也是协同投放
[074:21] 在一开始的时候
[074:22] 就去进行投放了
[074:23] 不是等到成长期才开始的
[074:25] 所以这个时候很多
[074:26] 就刚刚有Maya在问说
[074:28] 我是不是应该在一开始的时候
