[000:00] 好 我看现在逐步有卖家朋友们已经进入到直播间了
[000:20] 那首先第一个也是非常感谢大家在今天下午的时间能够抽出两个小时
[065:33] 当然弱势品类弱势精品
[065:36] 我们就可以去从它的产品的一些详细页面里面去拉订单
[065:40] 拉转化啊
[065:41] 所以呢在这个阶段里面我们会分配一部分的一个商品
[065:45] 一个推广啊
[065:48] 商品推广
[065:49] 那么再往下来看的话呢
[065:50] 就是自动广告
[065:51] 自动广告的话
[065:52] 第一阶段里面的话占比会比这个阶段要高
[065:54] 因为越往后期走的话呢
[065:56] 其实我们可以把自动广告的话
[065:58] 理解一个
[065:59] 理解成一个大的一个流量池
[066:01] 最开的话它可能各项的数据都会在里面匹配出来
[066:04] 但是随着我们越往后期走
[066:06] 我们大家会发现
[066:07] 之前我最开始开自动广告的话效果出单效率也比较不错
[066:12] 为什么越往后期走的话
[066:13] 它这个整个的定单效率就没有出期那么好了呢
[066:16] 因为什么已经把它里面好的数据可能单独了放到了手动里头去做的培养
[066:23] 那么自动里面的话呢
[066:24] 它可能剩下的这些黄金
[066:27] 而且钻石一些优质的观念词的话
[066:29] 它可能剩下的会比较少
[066:31] 所以在这个阶段里面的话
[066:32] 我们自动的话预算的分配将会逐渐减多
[066:35] 但在这个阶段里面成长期主阵地
[066:38] 还是在我们的一个SB品牌广告里边来去进行个发力
[066:44] 那么我们接着来往下方看
[066:46] 那在乘出期
[066:49] 乘出期呢
[066:50] 基本上我们的一个大部分的流量的一些出手抓手的话都已经布局的比较完善了
[066:57] 那么我们呢
[066:58] 总结一下就是以攻为手
[067:01] 重点的话来去防御一下你的竞品
[067:03] 因为什么呢
[067:04] 你放心你成为头部之后一定有非常多的竞争对手
[067:09] 天天在盯着你盯着你的广告如何去布局的盯着你的一个链接
[067:13] 包括促销动作呀
[067:15] 一天都会有非常多的人来研究我们
[067:17] 所以呢我们在这个阶段里面
[067:19] 我们主重心的话
[067:22] 其实会围绕着一个什么呢
[067:25] 我们来现在看主要部分就是这个品牌推广里边的一个预留展示份额
[067:31] 基本上这部分的广告的话
[067:32] 我们会放到50%
[067:34] 一个是投放我们自己的品牌词
[067:36] 这部分的话
[067:37] 力度会进一步加大
[067:39] 因为在清明期和成长期阶段里面
[067:43] 顾客从不知道
[067:45] 比如说卖这个服饰里边
[067:48] 比如说有肉可这个品牌
[067:50] 他可能逐渐的话去体验过了我们的产品
[067:53] 再到呢
[067:55] 后面可能慢慢转化成为了我们那个品牌的中心顾客
[067:58] 等到他们再来去需要购买这种产品的时候呢
[068:01] 他们可能会去搜索比如说肉可
[068:03] 比如说Mansuit来去找我们
[068:05] 所以我们在这个阶段里面
[068:07] 一定是要把我们的品牌护成盒给它建立起来的
[068:11] 同时呢
[068:12] 我们再去做一个投放的时候
[068:15] 品牌广告里头
[068:16] 落地液在这个阶段里面
[068:18] 我们的转化主任地
[068:20] 其实会从前期的一个listing 页面的话
[068:23] 逐渐演变成我们这个旗舰店
[068:26] 因为旗舰店里面的话
[068:28] 大家也不妨去看一下数据
[068:29] 当我们用到这种品牌的推广的各种格式类型广告
[068:34] 更加生动的形象的展示我们产品的同时呢
[068:36] 也展示到我们品牌
[068:38] 落地到旗舰店之后
[068:40] 旗舰店里面贡献出的订单效率
[068:41] 包括ROAS这个指标的话呢
[068:43] 会比你单独落地到产品墙
[068:45] 信业的话呢
[068:46] 它要更加高一些
[068:47] 为什么呢
[068:48] 因为我们都是希望花一次钱
[068:51] 对吧
[068:52] 
[068:52] 把我们店铺里所有的产品都看到
[068:54] 所以旗舰店的话呢
[068:56] 它将很有效的能够帮助我们实现这个诉求
[068:58] 所以转化主舰地的话
[069:00] 不再是围绕的单一个
[069:02] 比如说有个附体下的一个产品墙期去做个推广
[069:06] 而是围绕的品牌前店啊
[069:09] 去做个推广
[069:10] 那么另外的话呢
[069:12] 在我们精品期和成长期里面积累出来的这种的好的关键词和商品投放
[069:17] 也是不能够少
[069:19] 那么商品投放里面关键词的话呢
[069:22] 我们其实会分配10%的话
[069:24] 也是用来进行一个品牌防御
[069:27] 也就是品牌广告里面我们打了一下
[069:30] 比如说肉可
[069:31] 这个minsuit
[069:33] 那么商品广告里面的关键词投放的话
[069:35] 我们也会考虑去投赞肉
[069:38] 带我们自己品牌名字的去网的顾客搜索我们品牌名字的时候呢
[069:41] 我们的一个商品广告和品牌广告的都是呈现在最上方的位置
[069:46] !那么进行功率型的广告的话
[069:48] 在这块我们会放到20%
[069:49] 因为我们已经到成熟期转化的顾客能力的话
[069:53] 相比而然对比前两个周期将会变得更加稳定
[069:56] 所以我们进一步的话要从竞品牌那里来去抢走更多的一个流量和增额
[070:05] 那么当然在这个阶段里面的话
[070:07] 我们看完了关键词再来看一下
[070:10] 就是下方这个展示型的一个在营销
[070:14] 那么在营销这个这个里面的话呢
[070:16] 其实我们主攻的话两个维度一个是复购二次销售
[070:21] 另外一个的话就是一个顾客他看的但是没有买的
[070:25] 因为咱们这种产品的话
[070:27] 他属于是高客单价
[070:29] 高客单价刚才说到过一个点
[070:30] 顾客他的一个购买决策周期就会比较长
[070:33] 所以他们在决策中间的话
[070:36] 有的时候可能会被打断
[070:37] 那么我们是不是可以让我们一个展示型广告
[070:40] 主动追的顾客去走
[070:43] 也就是说他看了我的产品但是还在犹豫
[070:46] 到底要不要买
[070:47] 那么我们的广告呢
[070:49] 再次追他去走
[070:50] 当然呢
[070:51] 在即将到来的大触活动期间
[070:54] 尤其我们是高客单价的这种产品
[070:57] 那么我们前期可能会积累比较多的一种架构
[071:00] 但是顾客他可能都在等促销
[071:02] 所以呢我们是不是可以在去提报促销活动的时候
[071:05] 用到这种在营销的一种展示广告
[071:09] 来去让顾客呢
[071:11] 看了我们的一个
[071:12] 就是看了我们广告的顾客的话
[071:15] 再次去看到我们的那个链接
[071:16] 因为我告诉他
[071:17] 最近的话我再做促销
[071:18] 要不要考虑去做购买
[071:20] 所以呢这是我对于这部分的一个
[071:23] 就是高客单价啊
[071:26] 决策周期比较长的功能基础款的话
[071:28] 广告的一个打法和思路的建议
[071:31] 好的
[071:33] 当然感谢大宏老师
[071:34] 那刚好刚才也有卖家朋友们在我们的聊天光提出的问题
[071:39] 有提到说像这种高客单价的产品
[071:41] 广告的广告
[071:42] 它的广告主推功能效果合适吗
[071:45] 那其实结合大宏老师刚才的分享
[071:47] 我相信这一面会应该能够得到一些指引
[071:53] 就像刚才讲到的
[071:54] 这类型的产品的话
[071:55] 主要是要以稳扎稳打
[071:57] 逐步去拉开差距
[071:59] 做一个核心的一个策略
[072:01] 那么在这个策略下的话
[072:02] 早期我们在新品期的话
[072:04] 主推功能效果来去快速的积累
[072:07] 早期的客户和订单以及评价
[072:09] 那这个是一个不错的方式
[072:10] 但是随着ASM它逐步成长到成长期和成熟期的时候
[072:15] 那我们是需要运用到一些像品牌推广和展示广告等等的
[072:20] 这样一些工具来帮我们第一个做好品牌的护城河的搭建
[072:24] 同时的话第二个的话去帮我们去找到找回更多
[072:28] 曾经看了没有购买
[072:29] 或是购买了之后
[072:30] 它可能在过了一段时间
[072:31] 它需要有更多的复购的需求的时候的这些卖家
[072:35] 那么这样的话是可以帮助我们去做好整个你的广告
[072:39] 广告架构搭建的一个比较完整的思路
[072:42] 所以说那刚才通过大宝老师的分享的话
[072:44] 相信大家呢
[072:45] 对于长生命周期下的高科单价长决策
[072:48] 周期类型的产品的广告答法呢
[072:50] 有了一个大概的认知
[072:52] 那接下来的话我们再来看一看
[072:54] 这个短决策的低科单价的产品
[072:58] 那我们以这个女士笛库称群做一个例子啊
[073:02] 来看一下低科单价短决策的功能基础款
[073:06] 广告应该怎么来打建
[073:07] 那还是先回到这样一个头部Ason和尾部Ason的一个数据对比
[073:13] 这里的话给大家展示的是undergarden sleep这个类目下
[073:17] Top25%和bottom25%
[073:19] Ason的生命周期的趋势图
[073:21] 那这个趋势图的话与上一个趋势图的话
[073:24] 有非常相近的一点啊
[073:25] 都会发现TopAson的话
[073:27] 它在销售的初期的话都是处于一个稳度增长的一个状态
[073:31] 并且的话是持续到了第28周达到了第28个月达到了峰值
[073:37] 那么在到了峰值之后的话才开始缓慢下降
[073:39] 但是尾部Ason
[073:41] 我们会发现啊
[073:42] 在这样的一个类目下
[073:43] 尾部Ason它掉的速度其实是要比上一个平类的话
[073:47] 它掉的速度更快一些
[073:49] 它在第三个月到达峰值之后就在快速下跌
[073:52] 并且没有再往回走的趋势
[073:55] 所以可以看到在这样的类目下的话
[073:57] 头部Ason它相对尾部Ason它的生命周期的话是有10倍之多
[074:02] 那头部Ason它到底做对了什么
[074:04] 我们还是进一步的来看一下
[074:06] 头部Ason在不同的阶段
[074:08] 广告的这样一个表现和违背的一个对比
[074:11] 那这张图的话大家可以看一下
[074:13] 在这里的话我们也是同样去把这样一个类型的产品呢
[074:16] 它在新品期成长期成熟期
[074:19] 分别在这个SP就是商品推广的曝光点击
[074:24] 包括出价以及转发率和ROIS上去做了一个对比
[074:28] 同时的话最后一列的话是有给大家展示在这一类型的产品下
[074:32] SB的一个广告投放的参与度
[074:34] 那我在这里也提醒一下
[074:36] 也想请大家细细的看一下这个数
[074:38] 看完了数之后的话结合上一张我们刚才讲到的
[074:41] 大家可以想一想在这些数里边大家能得到什么样的一些指引
[074:45] 那这里的话大家也可以把自己的想法和观点打在我们的聊天框
[074:50] 好那我们再看一下这样的一组数当中的话
[074:53] 我们会发现首先这里的话我们先回过头来想一想这个
[074:57] 这个女士底库称群的这样一个品类在美国占它的一个整体的情况是怎么样的
[075:03] 那这里的话我们可以通过亚马逊的卖家后台来去找到这个品类下
[075:09] 那么它的一个品牌集中度的情况
[075:11] 那整个品类来讲的话品牌集中度是比较高的
[075:13] 可以看到前五位的品牌点击量的话占比是达到68.18%的这样一个比例
[075:21] 但是的话它又是属于一个客单价比较低决策周期短的一个市场特性
[075:25] 那再结合刚刚我们再给大家看到了这样一个新景期成长期成熟区
[075:31] 头部A-SEN对比尾部A-SEN广告表现
[075:34] 我们会发现一个有意思的现状
[075:36] 在新景期的时候
[075:37] 这类型的产品SB
[075:39] 就是我们的品牌推广的参与度
[075:41] 就已经达到了达到了49倍之高
[075:43] 这个和刚才我们看到的SYOT是完全不同的
[075:46] 第二个我们可以看一下
[075:47] 我们可以看一下在成长期的时候SB的投放依然处于一个非常高位的状态
[075:52] 那么其次我们再来看一下他们的CPC的一个变化
[075:55] 但是在这样的一个投放下
[075:57] 它的CPC其实是相对于尾部A-SEN来讲
[076:00] 它是始终保持在了0.7到0.9倍
[076:05] 也就是说它其实比尾部A-SEN的出价要更低的
[076:08] 那这里我们会发现一个什么点
[076:11] 我们会发现说这些数据都在很清晰的告诉我们
[076:15] 在服饰品面下的低课单价短决策周期的这个功能基础款的产品当中
[076:20] 头部A-SEN他们采用的是一个激进投入快速建立优势的广告打法
[076:25] 他们从一开始就把SB同步启动起来
[076:28] 去帮助自己的A-SEN和自己的品牌呢
[076:31] 通过DCPC的方式来去高效的获取曝光
[076:34] 在成长期的时候把SB的投入加大
[076:37] 同时去拉到一个峰值的状态
[076:40] 那么去快速的去转化购买和提升ROES
[076:43] 在成长在成熟期了之后
[076:46] 反而这个时候SB的投放开始降低了
[076:48] 因为前期已经建立了比较高的品牌的壁垒
[076:52] 那么在这个时候的话我们会发现
[076:54] 它的出价反而比同类要更低了
[076:56] 低到了0.7倍
[076:58] 通过更低的一个CBC来去转化流量
[077:00] 但是的话它的ROES
[077:02] 依旧维持在一个很好的一个水位上
[077:04] 它依旧保持在了1.8倍的一个ROES
[077:06] 所以说我们会发现这个是我们通过
[077:11] AZEN的生命周期进一步的去拆解头部AZEN
